Entity Name	Entity type	Gene Symbol	Sources	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
STK11	gene	STK11	PMCC	PMCC			Other																												
STK19	gene	STK19	PMCC	PMCC			Other																												
SUFU	gene	SUFU	PMCC	PMCC			Other																												
SYK	gene	SYK	PMCC	PMCC			Other																												
TACC1	gene	TACC1	PMCC	PMCC			Other																												
TAF1	gene	TAF1	PMCC	PMCC			Other																												
TBX3	gene	TBX3	PMCC	PMCC			Other																												
TERC	gene	TERC	PMCC	PMCC			Other																												
TERT	gene	TERT	PMCC	PMCC			Other																												
TET2	gene	TET2	PMCC	PMCC			Other																												
TGFBR2	gene	TGFBR2	PMCC	PMCC			Other																												
TK1	gene	TK1	PMCC	PMCC			Other																												
TLE3	gene	TLE3	PMCC	PMCC			Other																												
TMPRSS2	gene	TMPRSS2	PMCC	PMCC			Other																												
TNFRSF10A	gene	TNFRSF10A	PMCC	PMCC			Other																												
TNFRSF10B	gene	TNFRSF10B	PMCC	PMCC			Other																												
TNFRSF14	gene	TNFRSF14	PMCC	PMCC			Other																												
TOP1	gene	TOP1	PMCC	PMCC			Other																												
TOP2A	gene	TOP2A	PMCC	PMCC			Other																												
TP53	gene	TP53	PMCC	PMCC			Other																												
TPMT	gene	TPMT	PMCC	PMCC			Other																												
TSC1	gene	TSC1	PMCC	PMCC			Other																												
TSC2	gene	TSC2	PMCC	PMCC			Other																												
TSHR	gene	TSHR	PMCC	PMCC			Other																												
TUBB3	gene	TUBB3	PMCC	PMCC			Other																												
TYMS	gene	TYMS	PMCC	PMCC			Other																												
U2AF1	gene	U2AF1	PMCC	PMCC			Other																												
UGT1A1	gene	UGT1A1	PMCC	PMCC			Other																												
VEGFA	gene	VEGFA	PMCC	PMCC			Other																												
VHL	gene	VHL	PMCC	PMCC			Other																												
WISP3	gene	WISP3	PMCC	PMCC			Other																												
WNT1	gene	WNT1	PMCC	PMCC			Other																												
WT1	gene	WT1	PMCC	PMCC			Other																												
XPO1	gene	XPO1	PMCC	PMCC			Other																												
ZBTB2	gene	ZBTB2	PMCC	PMCC			Other																												
ZNF217	gene	ZNF217	PMCC	PMCC			Other																												
ZNF703	gene	ZNF703	PMCC	PMCC			Other																												
ZNRF3	gene	ZNRF3	PMCC	PMCC			Other																												
