Entity Name	Entity type	Gene Symbol	Sources	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
CARS	gene	CARS	HMF_fusions	HMF_fusions			Other																												
CBFA2T3	gene	CBFA2T3	HMF_fusions	HMF_fusions			Other																												
CBFB	gene	CBFB	HMF_fusions	HMF_fusions			Other																												
CCND1	gene	CCND1	HMF_fusions	HMF_fusions			Other																												
CD74	gene	CD74	HMF_fusions	HMF_fusions			Other																												
CDH11	gene	CDH11	HMF_fusions	HMF_fusions			Other																												
CDK5RAP2	gene	CDK5RAP2	HMF_fusions	HMF_fusions			Other																												
CDKN2D	gene	CDKN2D	HMF_fusions	HMF_fusions			Other																												
CEP110	gene	CEP110	HMF_fusions	HMF_fusions			Other																												
CEP85L	gene	CEP85L	HMF_fusions	HMF_fusions			Other																												
CEP89	gene	CEP89	HMF_fusions	HMF_fusions			Other																												
CHCHD7	gene	CHCHD7	HMF_fusions	HMF_fusions			Other																												
CIC	gene	CIC	HMF_fusions	HMF_fusions			Other																												
CLCN6	gene	CLCN6	HMF_fusions	HMF_fusions			Other																												
CLIP1	gene	CLIP1	HMF_fusions	HMF_fusions			Other																												
CLTC	gene	CLTC	HMF_fusions	HMF_fusions			Other																												
CNBP	gene	CNBP	HMF_fusions	HMF_fusions			Other																												
COL1A1	gene	COL1A1	HMF_fusions	HMF_fusions			Other																												
COL1A2	gene	COL1A2	HMF_fusions	HMF_fusions			Other																												
CRTC1	gene	CRTC1	HMF_fusions	HMF_fusions			Other																												
CRTC3	gene	CRTC3	HMF_fusions	HMF_fusions			Other																												
CTAGE5	gene	CTAGE5	HMF_fusions	HMF_fusions			Other																												
CTLA4	gene	CTLA4	HMF_fusions	HMF_fusions			Other																												
CTNNB1	gene	CTNNB1	HMF_fusions	HMF_fusions			Other																												
CUL1	gene	CUL1	HMF_fusions	HMF_fusions			Other																												
CUX1	gene	CUX1	HMF_fusions	HMF_fusions			Other																												
DCTN1	gene	DCTN1	HMF_fusions	HMF_fusions			Other																												
DDX5	gene	DDX5	HMF_fusions	HMF_fusions			Other																												
Delta	gene	Delta	HMF_fusions	HMF_fusions			Other																												
DHH	gene	DHH	HMF_fusions	HMF_fusions			Other																												
DNAJB1	gene	DNAJB1	HMF_fusions	HMF_fusions			Other																												
EGFR	gene	EGFR	HMF_fusions	HMF_fusions			Other																												
EIF3E	gene	EIF3E	HMF_fusions	HMF_fusions			Other																												
EIF3K	gene	EIF3K	HMF_fusions	HMF_fusions			Other																												
EML4	gene	EML4	HMF_fusions	HMF_fusions			Other																												
EPC1	gene	EPC1	HMF_fusions	HMF_fusions			Other																												
ERC1	gene	ERC1	HMF_fusions	HMF_fusions			Other																												
ERLIN2	gene	ERLIN2	HMF_fusions	HMF_fusions			Other																												
ERO1L	gene	ERO1L	HMF_fusions	HMF_fusions			Other																												
ESR1	gene	ESR1	HMF_fusions	HMF_fusions			Other																												
ESRP1	gene	ESRP1	HMF_fusions	HMF_fusions			Other																												
ETV6	gene	ETV6	HMF_fusions	HMF_fusions			Other																												
EWSR1	gene	EWSR1	HMF_fusions	HMF_fusions			Other																												
EZR	gene	EZR	HMF_fusions	HMF_fusions			Other																												
FAM131B	gene	FAM131B	HMF_fusions	HMF_fusions			Other																												
FBXL18	gene	FBXL18	HMF_fusions	HMF_fusions			Other																												
FCHSD1	gene	FCHSD1	HMF_fusions	HMF_fusions			Other																												
FGFR1OP1	gene	FGFR1OP1	HMF_fusions	HMF_fusions			Other																												
FGFR2	gene	FGFR2	HMF_fusions	HMF_fusions			Other																												
FIG	gene	FIG	HMF_fusions	HMF_fusions			Other																												
FIP1L1	gene	FIP1L1	HMF_fusions	HMF_fusions			Other																												
FN1	gene	FN1	HMF_fusions	HMF_fusions			Other																												
FUS	gene	FUS	HMF_fusions	HMF_fusions			Other																												
GATM	gene	GATM	HMF_fusions	HMF_fusions			Other																												
GIT2	gene	GIT2	HMF_fusions	HMF_fusions			Other																												
GMDS	gene	GMDS	HMF_fusions	HMF_fusions			Other																												
GNAI1	gene	GNAI1	HMF_fusions	HMF_fusions			Other																												
GOLGA4	gene	GOLGA4	HMF_fusions	HMF_fusions			Other																												
GOLGA5	gene	GOLGA5	HMF_fusions	HMF_fusions			Other																												
GOPC	gene	GOPC	HMF_fusions	HMF_fusions			Other																												
GPBP1L1	gene	GPBP1L1	HMF_fusions	HMF_fusions			Other																												
